sender,timestamp,message,msg_len,word_count,hour,is_question,is_emoji,is_photo,is_video,emotion,affection_score,nouns
안우섭,2024-02-07 13:16:00,금욜날,3,1,13,0,0,0,0,neutral,0,['금욜날']
안우섭,2024-02-07 13:16:00,오기가 싫어서,7,2,13,0,0,0,0,negative,0,['오기']
안우섭,2024-02-07 13:16:00,저거 하나땜에,7,2,13,0,0,0,0,very_negative,0,['하나']
안우섭,2024-02-07 13:16:00,이것도 있음,6,2,13,0,0,0,0,positive,0,[]
건희,2024-02-07 13:16:00,형은 ㅇㅈ,5,2,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:17:00,그럼 이번에,6,2,13,0,0,0,0,neutral,0,['이번']
건희,2024-02-07 13:17:00,몇학점?,4,1,13,1,0,0,0,neutral,0,['학점']
안우섭,2024-02-07 13:17:00,18,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:17:00,다 잡는단 가정하에,10,3,13,0,0,0,0,neutral,0,['가정']
건희,2024-02-07 13:17:00,에브리타임에서 강건희님이 친구가 되고 싶어해요. 친구를 맺은 후 강건희님의 시간표를 확인해보세요!,54,11,13,0,0,0,0,neutral,0,"['에브리', '타임', '강건희', '친구', '친구', '강건희', '시간표', '확인']"
안우섭,2024-02-07 13:18:00,웹 버리고,5,2,13,0,0,0,0,very_negative,0,[]
안우섭,2024-02-07 13:18:00,y5120 ㅋㅋㅋ,9,2,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:19:00,y? ㅋㅋㅋ,6,2,13,1,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:19:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:19:00,숨겨버리네 ㅋㅋ,8,2,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:19:00,1학기에 너무 안열어준다 ㄹㅇ,16,4,13,0,0,0,0,very_negative,0,['학기']
안우섭,2024-02-07 13:19:00,데테는,3,1,13,0,0,0,0,neutral,0,['데테']
안우섭,2024-02-07 13:19:00,들을게,3,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:19:00,하나도 없어 아주,9,3,13,0,0,0,0,very_negative,0,"['하나', '아주']"
안우섭,2024-02-07 13:19:00,4학년들 들은거 보면,11,3,13,0,0,0,0,neutral,0,['학년']
안우섭,2024-02-07 13:19:00,없어 그냥 ㅋㅋ,8,3,13,0,0,0,0,neutral,0,['그냥']
건희,2024-02-07 13:20:00,이번에 전과 합격자 봄?,13,4,13,1,0,0,0,neutral,0,"['이번', '전과', '합격자']"
건희,2024-02-07 13:20:00,내가 작년에 들어올 때 40명 넘게 지원했는데,25,7,13,0,0,0,0,neutral,0,"['작년', '지원']"
건희,2024-02-07 13:20:00,한 15명 지원한듯 이번에,14,4,13,0,0,0,0,neutral,0,['이번']
안우섭,2024-02-07 13:23:00,왜지,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:23:00,왤케 작아졌대,7,2,13,0,0,0,0,negative,0,['왤케']
안우섭,2024-02-07 13:23:00,15명 다 붙음?,9,3,13,1,0,0,0,neutral,0,[]
건희,2024-02-07 13:23:00,한 10명 붙은 느낌,11,4,13,0,0,0,0,neutral,0,['느낌']
건희,2024-02-07 13:23:00,아무튼,3,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:24:00,나 졸업하려면 18학점 들어야될거 같은데,22,5,13,0,0,0,0,negative,0,"['졸업', '학점']"
건희,2024-02-07 13:24:00,형 전공 몇 학점 남음?,13,5,13,1,0,0,0,neutral,0,"['전공', '학점']"
안우섭,2024-02-07 13:26:00,나,1,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:26:00,44,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:26:00,이번에 18들으면,9,2,13,0,0,0,0,neutral,0,['이번']
안우섭,2024-02-07 13:26:00,26,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:26:00,2학기 더 해야되네 ㅅㅂ,13,4,13,0,0,0,0,negative,0,['학기']
건희,2024-02-07 13:26:00,형 3-1이야?,8,2,13,1,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:26:00,4-1인데,5,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:26:00,한학년 낮춰서,7,2,13,0,0,0,0,neutral,0,['학년']
안우섭,2024-02-07 13:26:00,들어와서,4,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:27:00,3-1?,4,1,13,1,0,0,0,neutral,0,[]
건희,2024-02-07 13:27:00,나는 3-1인데,8,2,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:27:00,ㅇㅇ,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:27:00,지금 3-1,6,2,13,0,0,0,0,neutral,0,['지금']
안우섭,2024-02-07 13:27:00,공식적으로,5,1,13,0,0,0,0,neutral,0,['공식']
안우섭,2024-02-07 13:27:00,비공식 4-1,7,2,13,0,0,0,0,neutral,0,['비공식']
건희,2024-02-07 13:27:00,그러면 강제로 2년  더 해야되는거?,20,5,13,1,0,0,0,neutral,0,['강제']
건희,2024-02-07 13:28:00,나 조기졸업 조건이 4점대라해서,17,4,13,0,0,0,0,neutral,0,"['조기졸업', '조건']"
안우섭,2024-02-07 13:28:00,그런것도 있어?,8,2,13,1,0,0,0,neutral,0,[]
건희,2024-02-07 13:28:00,4학년 2학기까지 해야되는거 아님?,19,4,13,1,0,0,0,neutral,0,"['학년', '학기']"
안우섭,2024-02-07 13:28:00,몰랐는데,4,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:28:00,그냥 이수학점 다 채우면,13,4,13,0,0,0,0,neutral,0,"['그냥', '이수', '학점']"
안우섭,2024-02-07 13:28:00,되는 건 줄 알았음,10,4,13,0,0,0,0,negative,0,[]
건희,2024-02-07 13:28:00,전화 해보려고,7,2,13,0,0,0,0,neutral,0,['전화']
안우섭,2024-02-07 13:28:00,학년 왜 낮춰가지고,10,3,13,0,0,0,0,neutral,0,['학년']
안우섭,2024-02-07 13:28:00,ㅋㅋ,2,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:28:00,이새기들 등록금에 미쳐서,13,3,13,0,0,0,0,neutral,0,['등록금']
건희,2024-02-07 13:28:00,ㅋㅋㅋㅋㅋ,5,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:29:00,ㄹㅇ,2,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:29:00,그만 빨아가,6,2,13,0,0,0,0,very_negative,0,[]
안우섭,2024-02-07 13:31:00,2개 채워 그냥,8,3,13,0,0,0,0,neutral,0,['그냥']
안우섭,2024-02-07 13:31:00,막상 하면 다 함,9,4,13,0,0,0,0,neutral,0,['막상']
안우섭,2024-02-07 13:31:00,18하셈,4,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:36:00,무슨 짓을 해도,8,3,13,0,0,0,0,neutral,0,"['무슨', '해도']"
건희,2024-02-07 13:36:00,조기졸업 안될듯,8,2,13,0,0,0,0,negative,0,['조기졸업']
건희,2024-02-07 13:37:00,전화해봤는데 총점 4점 넘어야돼고,18,4,13,0,0,0,0,neutral,0,['전화']
건희,2024-02-07 13:37:00,이수학점 채워도 안된다네,13,3,13,0,0,0,0,negative,0,"['이수', '학점']"
안우섭,2024-02-07 13:45:00,그럼 이수학점 다 채우고 더 들을게 없으면,23,7,13,0,0,0,0,negative,0,"['이수', '학점']"
안우섭,2024-02-07 13:45:00,돈만내고 가만히 있으란 소리네,16,4,13,0,0,0,0,very_negative,0,['소리']
안우섭,2024-02-07 13:45:00,뭐하로 누가 학점 더 떨어질 수도 있는데,22,7,13,0,0,0,0,negative,0,"['누가', '학점', '수도']"
안우섭,2024-02-07 13:46:00,안들어도되는 걸 듣노,11,3,13,0,0,0,0,very_negative,0,[]
건희,2024-02-07 13:46:00,계절학기 이런것도 안되고,13,3,13,0,0,0,0,negative,0,"['계절', '학기']"
건희,2024-02-07 13:46:00,걍 500내래,7,2,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:46:00,졸업하고싶으면 ㅋ,9,2,13,0,0,0,0,neutral,0,['졸업']
안우섭,2024-02-07 13:46:00,저번학기 쌩쇼한거 생각하니깐,15,3,13,0,0,0,0,negative,0,"['저번', '학기', '쌩쇼', '생각']"
안우섭,2024-02-07 13:46:00,웃겨버리네,5,1,13,0,0,0,0,very_positive,0,[]
건희,2024-02-07 13:47:00,ㅋㅋㅋㅋㅋ,5,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:47:00,말년에 편해지는 건가,11,3,13,0,0,0,0,positive,0,"['말년', '건가']"
안우섭,2024-02-07 13:47:00,지금 몇학점남음?,9,2,13,1,0,0,0,neutral,0,"['지금', '학점']"
건희,2024-02-07 13:47:00,나는 49,5,2,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:47:00,그때는 걍,5,2,13,0,0,0,0,neutral,0,['그때']
건희,2024-02-07 13:47:00,프로젝트 이런거하면서,11,2,13,0,0,0,0,negative,0,['프로젝트']
건희,2024-02-07 13:47:00,학교에서 빨 수 있는거,12,4,13,0,0,0,0,neutral,0,['학교']
건희,2024-02-07 13:48:00,빨아봐야겠다,6,1,13,0,0,0,0,positive,0,[]
안우섭,2024-02-07 13:48:00,똑같네,3,1,13,0,0,0,0,neutral,0,[]
안우섭,2024-02-07 13:48:00,49면,3,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:48:00,토익 장학금 이런것도 빨고,14,4,13,0,0,0,0,negative,0,"['토익', '장학금']"
안우섭,2024-02-07 13:48:00,전혀,2,1,13,0,0,0,0,very_negative,0,['전혀']
안우섭,2024-02-07 13:48:00,생각지도 못함,7,2,13,0,0,0,0,very_negative,0,"['생각', '지도']"
안우섭,2024-02-07 13:48:00,졸업안시켜줄지,7,1,13,0,0,0,0,neutral,0,['졸업']
건희,2024-02-07 13:48:00,ㅋㅋㅋㅋㅋ,5,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 13:48:00,항상 뭐가 있다니까,10,3,13,0,0,0,0,neutral,0,['항상']
안우섭,2024-02-07 13:50:00,아니면 건희야,7,2,13,0,0,0,0,very_negative,0,['건희']
안우섭,2024-02-07 13:50:00,죽었다 생각하고,8,2,13,0,0,0,0,very_negative,0,['생각']
안우섭,2024-02-07 13:50:00,학점 4넘기자,7,2,13,0,0,0,0,neutral,0,['학점']
안우섭,2024-02-07 13:50:00,ㅋㅋ,2,1,13,0,0,0,0,neutral,0,[]
건희,2024-02-07 14:39:00,형 하면 함 ㅋㅋㅋ,10,4,14,0,0,0,0,neutral,0,[]
건희,2024-02-07 14:40:00,일단 수강신청하고 생각해야겠다,16,3,14,0,0,0,0,very_positive,0,"['일단', '수강신청', '생각']"
안우섭,2024-02-07 14:48:00,ㅇㅋ 일단 다 잡자,10,4,14,0,0,0,0,very_negative,0,['일단']
안우섭,2024-02-22 10:04:00,어떰,2,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:05:00,학교는 다닐 수 있게됨,12,4,10,0,0,0,0,neutral,0,['학교']
안우섭,2024-02-22 10:05:00,ㅋㅋㅋㅋㅋㅋ,6,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:05:00,어떻게잡았음,6,1,10,0,0,0,0,very_negative,0,[]
안우섭,2024-02-22 10:05:00,전학년에,4,1,10,0,0,0,0,neutral,0,['학년']
건희,2024-02-22 10:05:00,지난번에 1개,7,2,10,0,0,0,0,neutral,0,['지난번']
건희,2024-02-22 10:05:00,오늘 자구 고급웹,9,3,10,0,0,0,0,neutral,0,"['오늘', '자구', '고급']"
안우섭,2024-02-22 10:05:00,안 열어주는거도 있는듯,12,3,10,0,0,0,0,negative,0,[]
건희,2024-02-22 10:05:00,소웨공,3,1,10,0,0,0,0,neutral,0,['소웨공']
안우섭,2024-02-22 10:05:00,고웹,2,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:05:00,잡음,2,1,10,0,0,0,0,neutral,0,['잡음']
안우섭,2024-02-22 10:05:00,열어줬구나,5,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:05:00,나,1,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:05:00,드가자마자,5,1,10,0,0,0,0,neutral,0,['자마자']
안우섭,2024-02-22 10:05:00,초과라고,4,1,10,0,0,0,0,neutral,0,['초과']
안우섭,2024-02-22 10:05:00,못잡음,3,1,10,0,0,0,0,negative,0,[]
안우섭,2024-02-22 10:05:00,ㅇㅋㅇ,3,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:06:00,빌넣해야겠네,6,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:06:00,고웹,2,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:06:00,할까말까,4,1,10,0,0,0,0,positive,0,[]
건희,2024-02-22 10:06:00,데이터베이스할 때 웹 알면 좋다는데,19,5,10,0,0,0,0,negative,0,['데이터베이스']
건희,2024-02-22 10:06:00,그래서 웹하려고,8,2,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:07:00,사진,2,1,10,0,0,1,0,neutral,0,['사진']
안우섭,2024-02-22 10:07:00,4개임 그럼?,7,2,10,1,0,0,0,neutral,0,['개임']
건희,2024-02-22 10:10:00,사진,2,1,10,0,0,1,0,neutral,0,['사진']
건희,2024-02-22 10:10:00,일단 빅기특 넣긴했는데,12,3,10,0,0,0,0,negative,0,"['일단', '빅기특']"
건희,2024-02-22 10:10:00,컴아키 빌넣할 거고,10,3,10,0,0,0,0,neutral,0,['아키']
건희,2024-02-22 10:10:00,빅기특 나중에 뺄수도,11,3,10,0,0,0,0,neutral,0,"['빅기특', '나중']"
안우섭,2024-02-22 10:11:00,그래도,3,1,10,0,0,0,0,negative,0,[]
안우섭,2024-02-22 10:11:00,괜찮게,3,1,10,0,0,0,0,positive,0,[]
안우섭,2024-02-22 10:11:00,잡은듯,3,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:11:00,오늘 3개 잡은게 쫌 지린듯,15,5,10,0,0,0,0,very_negative,0,['오늘']
안우섭,2024-02-22 10:11:00,잠만,2,1,10,0,0,0,0,very_negative,0,[]
안우섭,2024-02-22 10:11:00,너 화욜에,5,2,10,0,0,0,0,neutral,0,['화욜']
안우섭,2024-02-22 10:11:00,4연강,3,1,10,0,0,0,0,neutral,0,['연강']
안우섭,2024-02-22 10:11:00,가능?,3,1,10,1,0,0,0,neutral,0,['가능']
안우섭,2024-02-22 10:11:00,너 하면 나도 함,9,4,10,0,0,0,0,positive,0,[]
안우섭,2024-02-22 10:11:00,ㅋㅋㅋㅋㅋㅋㅋㅋ,8,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:12:00,잘하면,3,1,10,0,0,0,0,positive,0,[]
건희,2024-02-22 10:12:00,지금봄 ㅋㅋㅋㅋㅋ,9,2,10,0,0,0,0,neutral,0,['지금']
안우섭,2024-02-22 10:12:00,내가 저번학기때해보니,11,2,10,0,0,0,0,negative,0,"['저번', '학기']"
안우섭,2024-02-22 10:12:00,할 순 있음,6,3,10,0,0,0,0,positive,0,[]
안우섭,2024-02-22 10:12:00,힘들긴함,4,1,10,0,0,0,0,very_negative,0,[]
안우섭,2024-02-22 10:12:00,일단,2,1,10,0,0,0,0,neutral,0,['일단']
안우섭,2024-02-22 10:12:00,컴아,2,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:12:00,부터,2,1,10,0,0,0,0,neutral,0,['부터']
안우섭,2024-02-22 10:12:00,넣으셈,3,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:13:00,그냥 컴아키 하지말고 월 수 공강 만들까,22,7,10,0,0,0,0,negative,0,"['그냥', '아키']"
안우섭,2024-02-22 10:13:00,이론이라,4,1,10,0,0,0,0,neutral,0,['이론']
안우섭,2024-02-22 10:13:00,할만함,3,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:13:00,그치,2,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:13:00,ㅇㅇ,2,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:13:00,김대원 교수님 있을 때 해약ㅆ다,17,5,10,0,0,0,0,neutral,0,"['김대원', '교수', '해약']"
건희,2024-02-22 10:14:00,집가서 빨리 자야지,10,3,10,0,0,0,0,very_negative,0,[]
안우섭,2024-02-22 10:14:00,피방옴?,4,1,10,1,0,0,0,neutral,0,['피방']
안우섭,2024-02-22 10:14:00,이거근데 피방아니먀ㅕㄴ,12,2,10,0,0,0,0,very_negative,0,"['거근', '피방']"
안우섭,2024-02-22 10:14:00,안해야겠다 이제,8,2,10,0,0,0,0,negative,0,['이제']
안우섭,2024-02-22 10:14:00,그냥 접속할 때 힘드네,12,4,10,0,0,0,0,negative,0,"['그냥', '접속']"
건희,2024-02-22 10:19:00,피방이 나은듯,7,2,10,0,0,0,0,neutral,0,['피방']
안우섭,2024-02-22 10:19:00,너무,2,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:19:00,오랜만이라,5,1,10,0,0,0,0,neutral,0,['만이']
안우섭,2024-02-22 10:19:00,빌넣,2,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-02-22 10:19:00,멘트도,3,1,10,0,0,0,0,neutral,0,['멘트']
안우섭,2024-02-22 10:19:00,모르겠네,4,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:19:00,회선이 집컴보단 빠름,11,3,10,0,0,0,0,positive,0,"['회선', '집컴']"
안우섭,2024-02-22 10:19:00,ㅇㅇ,2,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:19:00,구글에,3,1,10,0,0,0,0,neutral,0,['구글']
안우섭,2024-02-22 10:19:00,확실히 빠름,6,2,10,0,0,0,0,positive,0,[]
건희,2024-02-22 10:19:00,빌넣멘트있음,6,1,10,0,0,0,0,neutral,0,['멘트']
안우섭,2024-02-22 10:20:00,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,14,1,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:20:00,짜깁기 ㄱ,5,2,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:20:00,나도 그럼,5,2,10,0,0,0,0,neutral,0,[]
건희,2024-02-22 10:20:00,메일 예약해서 5시에 자동전송하게 해놈,21,5,10,0,0,0,0,neutral,0,"['메일', '예약', '자동', '전송', '해놈']"
안우섭,2024-02-22 10:20:00,ㅇㅋㅇㅋ,4,1,10,0,0,0,0,neutral,0,[]
안우섭,2024-03-03 22:42:00,건히,2,1,22,0,0,0,0,neutral,0,[]
안우섭,2024-03-03 22:42:00,낼 오티 올거임?,9,3,22,1,0,0,0,neutral,0,[]
건희,2024-03-04 00:24:00,안갈듯 ㅋ,5,2,0,0,0,0,0,negative,0,[]
안우섭,2024-03-04 00:40:00,컴아 수업 했던거 같은데,13,4,0,0,0,0,0,negative,0,['수업']
안우섭,2024-03-04 00:40:00,오티땨,3,1,0,0,0,0,0,neutral,0,['오티땨']
안우섭,2024-03-04 00:40:00,때,1,1,0,0,0,0,0,neutral,0,[]
건희,2024-03-04 00:48:00,아직 컴아 못 잡음,10,4,0,0,0,0,0,very_negative,0,['잡음']
